Year;Factor;0.4;5.9;10.14;15.19;20.24;25.29;30.34;35.39;40.44;45.49;50.54;55.59;60.64;65.69;70.74;75.79;80 and over;Total;Ethnicity
2007;Female;0;0;0;0;0;0;0;2;2;2;5;6;1;6;1;4;4;33;Maori
2007;Total;0;0;0;0;0;0;2;8;3;6;9;7;4;7;4;6;5;61;Maori
2008;Male;0;0;0;0;0;0;0;1;1;2;1;3;1;5;4;7;1;26;Maori
2008;Female;0;0;0;0;0;2;1;0;0;3;1;3;1;5;4;0;4;24;Maori
2008;Total;0;0;0;0;0;2;1;1;1;5;2;6;2;10;8;7;5;50;Maori
2009;Male;0;0;0;1;1;0;0;3;1;1;3;4;1;4;4;2;3;28;Maori
2009;Female;0;0;0;0;0;0;0;0;2;3;4;2;4;2;2;1;3;23;Maori
2009;Total;0;0;0;1;1;0;0;3;3;4;7;6;5;6;6;3;6;51;Maori
2010;Male;0;0;0;0;0;0;0;3;1;2;2;3;2;4;2;1;2;22;Maori
2010;Female;0;0;0;0;0;1;1;0;4;1;2;1;1;2;0;1;2;16;Maori
2010;Total;0;0;0;0;0;1;1;3;5;3;4;4;3;6;2;2;4;38;Maori
2011;Male;0;0;0;0;0;0;0;1;1;1;0;1;3;4;6;1;3;21;Maori
2011;Female;0;0;0;0;0;0;0;1;4;2;5;2;1;2;2;1;0;20;Maori
2011;Total;0;0;0;0;0;0;0;2;5;3;5;3;4;6;8;2;3;41;Maori
2012;Male;0;0;0;0;0;1;0;0;1;1;5;1;5;4;4;7;6;35;Maori
2012;Female;0;0;0;0;0;0;1;2;1;1;2;2;3;3;4;2;4;25;Maori
2012;Total;0;0;0;0;0;1;1;2;2;2;7;3;8;7;8;9;10;60;Maori
