"Year","Factor","0.4","5.9","10.14","15.19","20.24","25.29","30.34","35.39","40.44","45.49","50.54","55.59","60.64","65.69","70.74","75.79","80 and over","Total","reg","dep"
2007,"Female",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"West Coast",4
2007,"Total",2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,8,"West Coast",4
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,"West Coast",4
2008,"Female",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,"West Coast",4
2008,"Total",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,5,"West Coast",4
2009,"Male",0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,7,"West Coast",4
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"West Coast",4
2009,"Total",0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,2,8,"West Coast",4
2010,"Male",1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,2,0,8,"West Coast",4
2010,"Female",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,"West Coast",4
2010,"Total",1,0,0,0,0,0,0,2,1,0,1,0,2,0,0,2,1,10,"West Coast",4
2011,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,7,"West Coast",4
2011,"Female",2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,6,"West Coast",4
2011,"Total",2,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,5,13,"West Coast",4
2012,"Male",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,4,"West Coast",4
2012,"Female",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,"West Coast",4
2012,"Total",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,2,8,"West Coast",4
2013,"Male",0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,2,8,"West Coast",4
2013,"Female",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,6,"West Coast",4
2013,"Total",1,0,0,0,0,1,0,0,0,0,0,0,2,0,3,2,5,14,"West Coast",4
2006,"Male",2,0,1,0,2,2,0,1,4,3,3,6,14,15,21,45,84,203,"Canterbury",4
2006,"Female",3,0,0,0,1,0,2,1,3,5,6,6,8,13,19,28,151,246,"Canterbury",4
2006,"Total",5,0,1,0,3,2,2,2,7,8,9,12,22,28,40,73,235,449,"Canterbury",4
2007,"Male",7,1,0,1,3,2,1,4,2,2,6,8,16,9,18,38,111,229,"Canterbury",4
2007,"Female",3,0,0,0,1,0,0,1,4,3,2,5,10,17,21,32,168,267,"Canterbury",4
2007,"Total",10,1,0,1,4,2,1,5,6,5,8,13,26,26,39,70,279,496,"Canterbury",4
2008,"Male",10,0,0,4,1,3,1,2,6,2,4,9,11,13,23,26,82,197,"Canterbury",4
2008,"Female",2,0,0,0,0,0,0,1,1,6,8,5,7,8,17,36,155,246,"Canterbury",4
2008,"Total",12,0,0,4,1,3,1,3,7,8,12,14,18,21,40,62,237,443,"Canterbury",4
2009,"Male",7,0,0,1,3,0,2,2,4,5,13,7,12,15,23,26,125,245,"Canterbury",4
2009,"Female",4,0,0,0,2,4,1,2,3,1,10,6,10,13,17,34,216,323,"Canterbury",4
2009,"Total",11,0,0,1,5,4,3,4,7,6,23,13,22,28,40,60,341,568,"Canterbury",4
2010,"Male",5,0,0,3,2,0,1,1,2,5,5,6,12,21,23,39,130,255,"Canterbury",4
2010,"Female",5,0,0,0,0,2,0,1,2,2,4,6,11,13,18,29,192,285,"Canterbury",4
2010,"Total",10,0,0,3,2,2,1,2,4,7,9,12,23,34,41,68,322,540,"Canterbury",4
2011,"Male",4,0,2,1,4,3,3,2,5,6,4,18,7,19,28,39,130,275,"Canterbury",4
2011,"Female",0,0,1,2,2,3,1,2,4,1,4,8,16,16,21,27,196,304,"Canterbury",4
2011,"Total",4,0,3,3,6,6,4,4,9,7,8,26,23,35,49,66,326,579,"Canterbury",4
2012,"Male",1,0,0,2,1,2,0,0,4,3,8,7,14,19,27,36,121,245,"Canterbury",4
2012,"Female",7,0,0,1,1,0,1,1,2,5,4,8,11,13,19,29,252,354,"Canterbury",4
2012,"Total",8,0,0,3,2,2,1,1,6,8,12,15,25,32,46,65,373,599,"Canterbury",4
2013,"Male",3,0,0,3,3,1,1,2,4,10,6,9,6,19,18,34,119,238,"Canterbury",4
2013,"Female",1,0,0,0,0,0,0,0,1,3,6,8,11,11,6,28,166,241,"Canterbury",4
2013,"Total",4,0,0,3,3,1,1,2,5,13,12,17,17,30,24,62,285,479,"Canterbury",4
2006,"Male",4,0,0,0,0,0,1,1,0,2,1,6,6,4,6,7,16,54,"Otago",4
2006,"Female",3,0,0,1,0,0,0,0,0,2,2,1,1,6,10,4,16,46,"Otago",4
2006,"Total",7,0,0,1,0,0,1,1,0,4,3,7,7,10,16,11,32,100,"Otago",4
2007,"Male",3,0,0,1,0,0,1,0,1,1,0,6,2,2,6,9,6,38,"Otago",4
2007,"Female",1,1,0,1,0,1,0,0,0,0,1,2,3,4,1,5,16,36,"Otago",4
2007,"Total",4,1,0,2,0,1,1,0,1,1,1,8,5,6,7,14,22,74,"Otago",4
2008,"Male",1,0,1,0,0,0,0,0,1,1,1,4,3,3,7,9,18,49,"Otago",4
2008,"Female",1,0,0,0,0,0,0,1,0,2,2,2,2,4,3,5,15,37,"Otago",4
2008,"Total",2,0,1,0,0,0,0,1,1,3,3,6,5,7,10,14,33,86,"Otago",4
2009,"Male",0,0,0,0,2,1,0,1,0,1,3,5,8,3,8,11,15,58,"Otago",4
2009,"Female",2,0,0,0,1,0,0,1,1,2,1,2,2,4,5,2,13,36,"Otago",4
2009,"Total",2,0,0,0,3,1,0,2,1,3,4,7,10,7,13,13,28,94,"Otago",4
2010,"Male",2,0,0,0,0,1,0,0,1,4,2,4,0,1,7,2,27,51,"Otago",4
2010,"Female",4,0,0,0,1,1,0,0,1,1,0,2,3,5,6,5,14,43,"Otago",4
2010,"Total",6,0,0,0,1,2,0,0,2,5,2,6,3,6,13,7,41,94,"Otago",4
2011,"Male",1,0,0,0,0,1,0,0,3,1,2,3,3,5,6,8,22,55,"Otago",4
2011,"Female",2,0,0,0,0,0,0,0,0,1,1,2,5,3,4,4,16,38,"Otago",4
2011,"Total",3,0,0,0,0,1,0,0,3,2,3,5,8,8,10,12,38,93,"Otago",4
2012,"Male",0,0,0,1,1,3,0,1,0,2,3,4,4,9,6,11,19,64,"Otago",4
2012,"Female",2,0,1,0,1,0,0,0,0,1,1,1,3,1,5,9,22,47,"Otago",4
2012,"Total",2,0,1,1,2,3,0,1,0,3,4,5,7,10,11,20,41,111,"Otago",4
2013,"Male",1,0,0,0,2,1,0,2,1,0,3,1,2,4,11,5,17,50,"Otago",4
2013,"Female",2,0,0,0,0,1,0,0,0,0,1,5,4,3,5,5,19,45,"Otago",4
2013,"Total",3,0,0,0,2,2,0,2,1,0,4,6,6,7,16,10,36,95,"Otago",4
2006,"Male",1,0,0,0,0,1,0,1,0,3,1,1,3,6,7,13,38,75,"Southland",4
2006,"Female",1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,59,79,"Southland",4
2006,"Total",2,0,0,0,0,1,0,1,0,3,1,1,3,9,13,23,97,154,"Southland",4
2007,"Male",2,0,0,0,1,0,0,0,1,4,1,2,2,5,4,7,28,57,"Southland",4
2007,"Female",0,0,0,0,0,1,0,0,0,0,0,2,2,3,9,13,71,101,"Southland",4
2007,"Total",2,0,0,0,1,1,0,0,1,4,1,4,4,8,13,20,99,158,"Southland",4
2008,"Male",1,0,0,1,1,0,1,0,2,0,2,3,1,5,7,11,38,73,"Southland",4
2008,"Female",0,0,1,0,0,0,0,1,0,1,1,1,4,4,6,6,75,100,"Southland",4
2008,"Total",1,0,1,1,1,0,1,1,2,1,3,4,5,9,13,17,113,173,"Southland",4
2009,"Male",0,0,0,0,0,1,0,0,0,1,3,0,4,3,5,12,47,76,"Southland",4
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,8,75,89,"Southland",4
2009,"Total",0,0,0,0,0,1,0,0,0,1,3,2,5,3,8,20,122,165,"Southland",4
2010,"Male",1,0,0,0,0,0,0,0,0,1,2,3,0,2,7,10,30,56,"Southland",4
2010,"Female",1,0,0,0,0,0,0,0,0,1,0,1,0,4,4,6,71,88,"Southland",4
2010,"Total",2,0,0,0,0,0,0,0,0,2,2,4,0,6,11,16,101,144,"Southland",4
2011,"Male",2,0,0,1,0,0,2,1,0,0,1,2,4,8,9,7,42,79,"Southland",4
2011,"Female",0,0,0,0,0,1,0,0,0,1,3,1,0,1,5,13,62,87,"Southland",4
2011,"Total",2,0,0,1,0,1,2,1,0,1,4,3,4,9,14,20,104,166,"Southland",4
2012,"Male",1,0,0,0,0,1,0,1,1,3,2,1,0,2,6,7,45,70,"Southland",4
2012,"Female",1,0,0,0,0,0,0,0,1,1,0,1,0,4,6,14,70,98,"Southland",4
2012,"Total",2,0,0,0,0,1,0,1,2,4,2,2,0,6,12,21,115,168,"Southland",4
2013,"Male",0,0,0,0,0,2,0,1,1,1,4,0,3,6,7,12,34,71,"Southland",4
2013,"Female",1,0,0,0,0,0,1,0,1,2,2,1,3,4,2,9,66,92,"Southland",4
2013,"Total",1,0,0,0,0,2,1,1,2,3,6,1,6,10,9,21,100,163,"Southland",4
2006,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2006,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2006,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2007,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2007,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2008,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2009,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2009,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2010,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2011,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2011,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2011,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2012,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2012,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2012,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2013,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2013,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2013,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2006,"Male",1,0,0,0,0,0,0,0,0,2,0,2,3,6,4,3,15,36,"Northland",5
2006,"Female",0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,5,23,38,"Northland",5
2006,"Total",1,0,0,0,0,0,0,0,0,3,1,3,3,7,10,8,38,74,"Northland",5
2007,"Male",1,1,0,0,1,0,0,0,1,0,1,1,3,3,11,2,18,43,"Northland",5
2007,"Female",0,0,0,0,0,0,0,0,0,0,3,1,3,0,3,7,14,31,"Northland",5
2007,"Total",1,1,0,0,1,0,0,0,1,0,4,2,6,3,14,9,32,74,"Northland",5
2008,"Male",1,1,0,1,0,0,0,0,0,0,1,4,1,5,4,8,19,45,"Northland",5
2008,"Female",0,0,0,0,0,0,1,1,0,0,0,1,3,1,2,5,15,29,"Northland",5
2008,"Total",1,1,0,1,0,0,1,1,0,0,1,5,4,6,6,13,34,74,"Northland",5
2009,"Male",0,0,0,0,0,0,0,1,2,4,1,3,2,6,4,8,27,58,"Northland",5
2009,"Female",0,0,0,1,0,1,0,0,0,1,1,0,3,3,2,8,16,36,"Northland",5
2009,"Total",0,0,0,1,0,1,0,1,2,5,2,3,5,9,6,16,43,94,"Northland",5
2010,"Male",1,0,0,1,0,0,0,0,0,1,3,1,3,5,1,11,23,50,"Northland",5
2010,"Female",1,0,0,0,0,0,0,0,3,0,1,1,2,6,7,4,30,55,"Northland",5
2010,"Total",2,0,0,1,0,0,0,0,3,1,4,2,5,11,8,15,53,105,"Northland",5
2011,"Male",1,0,0,1,1,0,0,0,0,2,2,5,1,4,11,6,31,65,"Northland",5
2011,"Female",1,0,0,0,0,0,0,0,1,0,1,2,2,2,8,7,46,70,"Northland",5
2011,"Total",2,0,0,1,1,0,0,0,1,2,3,7,3,6,19,13,77,135,"Northland",5
2012,"Male",3,0,0,0,0,0,1,1,1,1,2,2,2,6,11,5,40,75,"Northland",5
2012,"Female",3,0,0,0,0,0,0,0,0,0,3,0,2,4,3,6,31,52,"Northland",5
2012,"Total",6,0,0,0,0,0,1,1,1,1,5,2,4,10,14,11,71,127,"Northland",5
2013,"Male",5,0,0,0,1,0,0,0,0,3,1,1,4,7,9,9,41,81,"Northland",5
2013,"Female",0,0,1,0,0,0,1,0,0,3,1,0,2,5,3,9,54,79,"Northland",5
2013,"Total",5,0,1,0,1,0,1,0,0,6,2,1,6,12,12,18,95,160,"Northland",5
2006,"Male",9,0,0,1,2,2,3,3,2,5,5,13,20,15,23,55,133,291,"Auckland",5
2006,"Female",16,0,0,3,3,0,1,7,5,6,5,13,19,17,22,45,259,421,"Auckland",5
2006,"Total",25,0,0,4,5,2,4,10,7,11,10,26,39,32,45,100,392,712,"Auckland",5
2007,"Male",8,0,2,2,4,6,1,2,4,10,10,16,18,20,31,49,160,343,"Auckland",5
2007,"Female",15,1,0,3,2,0,1,6,0,6,2,10,17,20,27,38,305,453,"Auckland",5
2007,"Total",23,1,2,5,6,6,2,8,4,16,12,26,35,40,58,87,465,796,"Auckland",5
2008,"Male",9,1,0,3,1,3,4,5,3,9,7,14,22,26,29,51,167,354,"Auckland",5
2008,"Female",14,2,1,1,3,3,2,3,7,4,4,14,21,14,27,38,309,467,"Auckland",5
2008,"Total",23,3,1,4,4,6,6,8,10,13,11,28,43,40,56,89,476,821,"Auckland",5
2009,"Male",7,0,0,0,3,0,3,4,6,11,13,25,15,27,45,42,147,348,"Auckland",5
2009,"Female",15,0,0,2,0,0,2,1,4,5,13,5,12,13,20,36,289,417,"Auckland",5
2009,"Total",22,0,0,2,3,0,5,5,10,16,26,30,27,40,65,78,436,765,"Auckland",5
2010,"Male",14,1,1,3,3,2,2,5,5,10,9,12,25,20,32,47,174,365,"Auckland",5
2010,"Female",11,0,0,1,1,1,1,3,4,11,10,15,17,20,19,33,265,412,"Auckland",5
2010,"Total",25,1,1,4,4,3,3,8,9,21,19,27,42,40,51,80,439,777,"Auckland",5
2011,"Male",9,2,0,4,2,0,2,5,4,11,9,10,23,24,36,48,184,373,"Auckland",5
2011,"Female",11,0,1,0,1,2,1,3,5,6,5,8,12,22,21,35,257,390,"Auckland",5
2011,"Total",20,2,1,4,3,2,3,8,9,17,14,18,35,46,57,83,441,763,"Auckland",5
2012,"Male",10,0,0,0,2,1,2,7,9,8,13,10,16,29,40,47,160,354,"Auckland",5
2012,"Female",7,1,0,2,1,0,0,1,0,7,8,13,14,21,30,35,243,383,"Auckland",5
2012,"Total",17,1,0,2,3,1,2,8,9,15,21,23,30,50,70,82,403,737,"Auckland",5
2013,"Male",5,0,0,2,4,3,2,3,6,7,13,15,26,22,27,41,157,333,"Auckland",5
2013,"Female",9,0,0,1,0,1,2,0,2,4,12,9,14,18,27,35,221,355,"Auckland",5
2013,"Total",14,0,0,3,4,4,4,3,8,11,25,24,40,40,54,76,378,688,"Auckland",5
2006,"Male",10,1,0,3,2,2,3,2,2,4,4,8,11,19,16,26,72,185,"Waikato",5
2006,"Female",6,0,0,0,0,0,1,3,2,6,3,5,11,9,11,16,92,165,"Waikato",5
2006,"Total",16,1,0,3,2,2,4,5,4,10,7,13,22,28,27,42,164,350,"Waikato",5
2007,"Male",9,1,1,4,4,6,3,2,7,5,6,10,12,17,22,25,58,192,"Waikato",5
2007,"Female",3,0,1,1,1,0,2,4,2,2,3,8,8,10,9,14,88,156,"Waikato",5
2007,"Total",12,1,2,5,5,6,5,6,9,7,9,18,20,27,31,39,146,348,"Waikato",5
2008,"Male",14,0,0,3,2,1,1,4,8,1,6,15,9,18,21,24,93,220,"Waikato",5
2008,"Female",6,0,0,0,1,1,0,1,3,6,2,2,8,14,15,22,97,178,"Waikato",5
2008,"Total",20,0,0,3,3,2,1,5,11,7,8,17,17,32,36,46,190,398,"Waikato",5
2009,"Male",10,1,0,5,1,5,4,4,5,5,7,11,19,9,14,26,68,194,"Waikato",5
2009,"Female",7,1,0,0,0,1,1,1,0,2,4,8,10,9,9,11,95,159,"Waikato",5
2009,"Total",17,2,0,5,1,6,5,5,5,7,11,19,29,18,23,37,163,353,"Waikato",5
2010,"Male",4,0,0,4,1,4,0,4,6,11,7,13,8,22,21,24,90,219,"Waikato",5
2010,"Female",4,1,0,1,0,0,0,1,1,2,2,5,7,10,11,23,89,157,"Waikato",5
2010,"Total",8,1,0,5,1,4,0,5,7,13,9,18,15,32,32,47,179,376,"Waikato",5
2011,"Male",6,0,0,3,4,5,2,7,3,8,10,10,15,20,22,20,90,225,"Waikato",5
2011,"Female",6,0,0,0,2,1,2,2,1,2,7,4,10,7,16,26,105,191,"Waikato",5
2011,"Total",12,0,0,3,6,6,4,9,4,10,17,14,25,27,38,46,195,416,"Waikato",5
2012,"Male",9,0,0,2,6,5,2,7,4,5,7,6,10,14,15,20,89,201,"Waikato",5
2012,"Female",4,0,0,1,1,0,2,1,3,4,5,7,9,17,16,21,66,157,"Waikato",5
2012,"Total",13,0,0,3,7,5,4,8,7,9,12,13,19,31,31,41,155,358,"Waikato",5
2013,"Male",6,0,1,0,1,1,2,1,4,3,6,8,8,8,16,17,67,149,"Waikato",5
2013,"Female",4,0,0,1,0,2,0,0,6,4,6,8,13,13,16,25,90,188,"Waikato",5
2013,"Total",10,0,1,1,1,3,2,1,10,7,12,16,21,21,32,42,157,337,"Waikato",5
2006,"Male",1,1,0,0,1,0,1,2,2,0,0,0,2,5,9,4,25,53,"Bay of Plenty",5
2006,"Female",1,0,0,0,0,0,0,1,0,1,0,1,2,3,1,7,15,32,"Bay of Plenty",5
2006,"Total",2,1,0,0,1,0,1,3,2,1,0,1,4,8,10,11,40,85,"Bay of Plenty",5
2007,"Male",0,0,0,1,1,0,0,0,0,1,2,1,3,1,4,6,22,42,"Bay of Plenty",5
2007,"Female",0,0,0,0,0,1,1,0,1,1,0,0,0,1,4,2,15,26,"Bay of Plenty",5
2007,"Total",0,0,0,1,1,1,1,0,1,2,2,1,3,2,8,8,37,68,"Bay of Plenty",5
2008,"Male",5,0,0,0,1,0,0,1,0,0,0,3,3,4,6,8,25,56,"Bay of Plenty",5
2008,"Female",1,0,1,1,0,0,0,0,0,0,1,1,3,2,3,4,37,54,"Bay of Plenty",5
2008,"Total",6,0,1,1,1,0,0,1,0,0,1,4,6,6,9,12,62,110,"Bay of Plenty",5
2009,"Male",1,0,1,0,0,0,1,0,0,0,1,0,0,2,1,10,23,40,"Bay of Plenty",5
2009,"Female",0,0,0,0,0,0,0,0,0,0,4,1,0,3,5,2,22,37,"Bay of Plenty",5
2009,"Total",1,0,1,0,0,0,1,0,0,0,5,1,0,5,6,12,45,77,"Bay of Plenty",5
2010,"Male",2,0,1,0,1,0,1,0,0,3,1,1,0,1,2,11,21,45,"Bay of Plenty",5
2010,"Female",3,0,0,0,0,0,0,1,1,0,0,0,3,4,2,5,21,40,"Bay of Plenty",5
2010,"Total",5,0,1,0,1,0,1,1,1,3,1,1,3,5,4,16,42,85,"Bay of Plenty",5
2011,"Male",2,0,0,1,0,0,0,0,1,0,2,1,1,3,3,6,22,42,"Bay of Plenty",5
2011,"Female",2,0,0,0,0,0,0,0,0,0,2,1,3,2,6,3,23,42,"Bay of Plenty",5
2011,"Total",4,0,0,1,0,0,0,0,1,0,4,2,4,5,9,9,45,84,"Bay of Plenty",5
2012,"Male",1,0,0,0,0,0,1,0,0,0,2,0,0,5,7,7,24,47,"Bay of Plenty",5
2012,"Female",0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,5,23,33,"Bay of Plenty",5
2012,"Total",1,0,0,0,0,0,1,0,0,0,2,2,0,6,9,12,47,80,"Bay of Plenty",5
2013,"Male",1,0,0,0,0,0,1,0,0,0,3,3,1,3,2,5,24,43,"Bay of Plenty",5
2013,"Female",0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,4,20,34,"Bay of Plenty",5
2013,"Total",1,0,0,0,0,0,1,0,0,1,4,3,1,6,7,9,44,77,"Bay of Plenty",5
2006,"Male",1,0,0,0,0,1,0,0,0,0,0,1,4,2,2,3,9,23,"Gisborne",5
2006,"Female",0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,3,15,25,"Gisborne",5
2006,"Total",1,0,0,0,0,1,0,1,0,2,1,2,4,3,3,6,24,48,"Gisborne",5
2007,"Male",0,0,0,1,0,0,0,0,0,1,0,1,3,3,3,3,10,25,"Gisborne",5
2007,"Female",0,0,0,0,0,0,1,1,0,0,0,0,1,3,6,3,18,33,"Gisborne",5
2007,"Total",0,0,0,1,0,0,1,1,0,1,0,1,4,6,9,6,28,58,"Gisborne",5
2008,"Male",1,0,0,0,0,0,0,0,0,0,0,2,2,4,0,4,12,25,"Gisborne",5
2008,"Female",0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,3,24,32,"Gisborne",5
2008,"Total",1,0,0,0,0,0,0,0,0,1,1,3,3,4,1,7,36,57,"Gisborne",5
2009,"Male",0,0,0,1,1,0,0,0,1,0,1,3,2,3,5,2,12,31,"Gisborne",5
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,23,28,"Gisborne",5
2009,"Total",0,0,0,1,1,0,0,0,1,0,1,3,3,4,7,3,35,59,"Gisborne",5
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,9,19,"Gisborne",5
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,24,33,"Gisborne",5
2010,"Total",0,0,0,0,0,0,0,0,0,0,0,3,1,4,3,8,33,52,"Gisborne",5
2011,"Male",1,0,0,0,1,0,2,0,0,1,0,2,5,1,2,4,15,34,"Gisborne",5
2011,"Female",0,0,0,0,0,0,0,0,1,0,2,1,0,1,3,4,26,38,"Gisborne",5
2011,"Total",1,0,0,0,1,0,2,0,1,1,2,3,5,2,5,8,41,72,"Gisborne",5
2012,"Male",1,0,0,0,0,0,0,0,2,0,1,0,0,3,3,9,22,41,"Gisborne",5
2012,"Female",0,0,0,0,0,0,0,1,0,1,2,2,2,1,4,5,23,41,"Gisborne",5
2012,"Total",1,0,0,0,0,0,0,1,2,1,3,2,2,4,7,14,45,82,"Gisborne",5
2013,"Male",1,0,0,0,0,0,0,0,0,1,1,1,2,3,4,7,23,43,"Gisborne",5
2013,"Female",1,0,0,0,0,0,0,0,1,0,2,1,0,3,2,2,30,42,"Gisborne",5
2013,"Total",2,0,0,0,0,0,0,0,1,1,3,2,2,6,6,9,53,85,"Gisborne",5
2006,"Male",0,0,0,0,1,0,0,1,0,1,1,1,3,9,3,8,17,45,"Hawke's Bay",5
2006,"Female",1,0,0,0,0,0,0,0,1,1,1,2,4,0,3,11,19,43,"Hawke's Bay",5
2006,"Total",1,0,0,0,1,0,0,1,1,2,2,3,7,9,6,19,36,88,"Hawke's Bay",5
2007,"Male",0,0,0,0,0,0,0,1,1,3,2,2,2,4,9,5,9,38,"Hawke's Bay",5
2007,"Female",1,0,0,1,0,0,0,0,2,1,5,0,1,0,0,5,24,40,"Hawke's Bay",5
2007,"Total",1,0,0,1,0,0,0,1,3,4,7,2,3,4,9,10,33,78,"Hawke's Bay",5
2008,"Male",2,0,0,0,0,0,0,0,0,0,1,2,4,5,5,7,15,41,"Hawke's Bay",5
2008,"Female",2,0,0,0,0,0,0,0,2,0,2,1,0,0,3,6,19,35,"Hawke's Bay",5
2008,"Total",4,0,0,0,0,0,0,0,2,0,3,3,4,5,8,13,34,76,"Hawke's Bay",5
2009,"Male",1,0,0,0,1,0,0,1,0,0,2,2,2,4,2,4,16,35,"Hawke's Bay",5
2009,"Female",3,0,0,0,0,1,1,0,0,2,1,1,2,6,2,2,16,37,"Hawke's Bay",5
2009,"Total",4,0,0,0,1,1,1,1,0,2,3,3,4,10,4,6,32,72,"Hawke's Bay",5
2010,"Male",3,0,1,0,1,0,1,0,1,1,2,6,2,3,3,5,14,43,"Hawke's Bay",5
2010,"Female",0,0,0,1,1,0,0,0,0,0,1,2,5,3,2,3,11,29,"Hawke's Bay",5
2010,"Total",3,0,1,1,2,0,1,0,1,1,3,8,7,6,5,8,25,72,"Hawke's Bay",5
2011,"Male",2,0,0,1,1,0,0,0,0,1,2,4,3,2,2,7,8,33,"Hawke's Bay",5
2011,"Female",2,0,0,0,0,0,0,0,1,1,2,2,3,6,2,3,15,37,"Hawke's Bay",5
2011,"Total",4,0,0,1,1,0,0,0,1,2,4,6,6,8,4,10,23,70,"Hawke's Bay",5
2012,"Male",1,0,0,1,0,0,0,0,1,1,4,4,5,4,6,5,16,48,"Hawke's Bay",5
2012,"Female",0,0,0,0,0,0,0,0,0,0,2,1,4,4,2,3,23,39,"Hawke's Bay",5
2012,"Total",1,0,0,1,0,0,0,0,1,1,6,5,9,8,8,8,39,87,"Hawke's Bay",5
2013,"Male",0,0,0,0,1,1,2,0,1,2,1,6,3,2,8,4,11,42,"Hawke's Bay",5
2013,"Female",0,0,0,0,0,0,0,0,0,0,2,1,1,5,5,5,10,29,"Hawke's Bay",5
2013,"Total",0,0,0,0,1,1,2,0,1,2,3,7,4,7,13,9,21,71,"Hawke's Bay",5
2006,"Male",0,0,0,0,1,0,0,0,0,0,1,4,1,1,2,1,4,15,"Taranaki",5
2006,"Female",6,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,5,16,"Taranaki",5
2006,"Total",6,0,0,0,1,1,0,0,1,0,1,4,2,1,3,2,9,31,"Taranaki",5
2007,"Male",0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,1,7,15,"Taranaki",5
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,5,14,"Taranaki",5
2007,"Total",0,0,0,0,1,0,0,1,0,0,0,2,3,3,4,3,12,29,"Taranaki",5
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,5,2,11,"Taranaki",5
2008,"Female",0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,3,2,12,"Taranaki",5
