"Year","Factor","0.4","5.9","10.14","15.19","20.24","25.29","30.34","35.39","40.44","45.49","50.54","55.59","60.64","65.69","70.74","75.79","80 and over","Total","reg","dep"
2010,"Female",5,0,0,0,0,1,0,1,1,2,3,6,11,13,18,29,189,279,"Canterbury",4
2010,"Total",9,0,0,3,2,1,1,2,3,6,8,11,23,32,40,67,319,527,"Canterbury",4
2011,"Male",3,0,2,1,4,2,3,2,5,5,4,18,7,19,27,38,129,269,"Canterbury",4
2011,"Female",0,0,1,2,2,3,1,2,4,1,4,8,16,16,19,26,194,299,"Canterbury",4
2011,"Total",3,0,3,3,6,5,4,4,9,6,8,26,23,35,46,64,323,568,"Canterbury",4
2012,"Male",0,0,0,2,1,2,0,0,4,2,7,6,14,18,26,36,119,237,"Canterbury",4
2012,"Female",7,0,0,1,1,0,1,1,2,5,3,8,11,13,18,28,249,348,"Canterbury",4
2012,"Total",7,0,0,3,2,2,1,1,6,7,10,14,25,31,44,64,368,585,"Canterbury",4
2013,"Male",2,0,0,3,2,0,1,2,4,9,6,6,6,16,18,32,117,224,"Canterbury",4
2013,"Female",1,0,0,0,0,0,0,0,1,3,5,7,10,11,6,26,165,235,"Canterbury",4
2013,"Total",3,0,0,3,2,0,1,2,5,12,11,13,16,27,24,58,282,459,"Canterbury",4
2006,"Male",4,0,0,0,0,0,1,1,0,1,1,6,6,4,6,7,16,53,"Otago",4
2006,"Female",3,0,0,1,0,0,0,0,0,2,2,1,1,6,10,4,16,46,"Otago",4
2006,"Total",7,0,0,1,0,0,1,1,0,3,3,7,7,10,16,11,32,99,"Otago",4
2007,"Male",2,0,0,1,0,0,1,0,1,1,0,6,2,2,6,9,6,37,"Otago",4
2007,"Female",1,1,0,1,0,1,0,0,0,0,1,2,3,4,1,5,16,36,"Otago",4
2007,"Total",3,1,0,2,0,1,1,0,1,1,1,8,5,6,7,14,22,73,"Otago",4
2008,"Male",0,0,1,0,0,0,0,0,1,1,0,4,2,3,7,9,18,46,"Otago",4
2008,"Female",1,0,0,0,0,0,0,1,0,2,2,2,2,4,3,5,15,37,"Otago",4
2008,"Total",1,0,1,0,0,0,0,1,1,3,2,6,4,7,10,14,33,83,"Otago",4
2009,"Male",0,0,0,0,2,1,0,1,0,1,2,5,8,3,8,10,14,55,"Otago",4
2009,"Female",2,0,0,0,0,0,0,0,0,2,1,2,2,4,5,2,13,33,"Otago",4
2009,"Total",2,0,0,0,2,1,0,1,0,3,3,7,10,7,13,12,27,88,"Otago",4
2010,"Male",2,0,0,0,0,1,0,0,1,4,2,4,0,1,7,2,27,51,"Otago",4
2010,"Female",4,0,0,0,1,0,0,0,1,0,0,2,3,5,6,5,14,41,"Otago",4
2010,"Total",6,0,0,0,1,1,0,0,2,4,2,6,3,6,13,7,41,92,"Otago",4
2011,"Male",1,0,0,0,0,1,0,0,2,1,2,3,3,5,6,8,22,54,"Otago",4
2011,"Female",2,0,0,0,0,0,0,0,0,1,1,2,4,3,4,4,15,36,"Otago",4
2011,"Total",3,0,0,0,0,1,0,0,2,2,3,5,7,8,10,12,37,90,"Otago",4
2012,"Male",0,0,0,1,1,3,0,1,0,2,3,4,3,9,5,10,19,61,"Otago",4
2012,"Female",2,0,1,0,1,0,0,0,0,1,1,1,3,1,5,9,21,46,"Otago",4
2012,"Total",2,0,1,1,2,3,0,1,0,3,4,5,6,10,10,19,40,107,"Otago",4
2013,"Male",0,0,0,0,2,1,0,1,1,0,3,1,2,4,11,5,17,48,"Otago",4
2013,"Female",1,0,0,0,0,1,0,0,0,0,1,5,4,3,4,5,18,42,"Otago",4
2013,"Total",1,0,0,0,2,2,0,1,1,0,4,6,6,7,15,10,35,90,"Otago",4
2006,"Male",1,0,0,0,0,1,0,1,0,3,1,1,3,5,7,13,38,74,"Southland",4
2006,"Female",1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,59,79,"Southland",4
2006,"Total",2,0,0,0,0,1,0,1,0,3,1,1,3,8,13,23,97,153,"Southland",4
2007,"Male",2,0,0,0,0,0,0,0,1,3,1,2,2,5,4,7,28,55,"Southland",4
2007,"Female",0,0,0,0,0,1,0,0,0,0,0,2,2,3,8,13,70,99,"Southland",4
2007,"Total",2,0,0,0,0,1,0,0,1,3,1,4,4,8,12,20,98,154,"Southland",4
2008,"Male",1,0,0,1,1,0,1,0,2,0,2,3,0,5,7,10,38,71,"Southland",4
2008,"Female",0,0,1,0,0,0,0,1,0,1,1,1,4,4,6,6,74,99,"Southland",4
2008,"Total",1,0,1,1,1,0,1,1,2,1,3,4,4,9,13,16,112,170,"Southland",4
2009,"Male",0,0,0,0,0,1,0,0,0,1,3,0,3,2,5,12,46,73,"Southland",4
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,8,74,87,"Southland",4
2009,"Total",0,0,0,0,0,1,0,0,0,1,3,1,4,2,8,20,120,160,"Southland",4
2010,"Male",1,0,0,0,0,0,0,0,0,0,1,3,0,2,6,10,30,53,"Southland",4
2010,"Female",1,0,0,0,0,0,0,0,0,1,0,1,0,4,4,6,69,86,"Southland",4
2010,"Total",2,0,0,0,0,0,0,0,0,1,1,4,0,6,10,16,99,139,"Southland",4
2011,"Male",2,0,0,1,0,0,2,1,0,0,0,2,4,8,9,6,42,77,"Southland",4
2011,"Female",0,0,0,0,0,1,0,0,0,1,3,1,0,1,4,13,62,86,"Southland",4
2011,"Total",2,0,0,1,0,1,2,1,0,1,3,3,4,9,13,19,104,163,"Southland",4
2012,"Male",1,0,0,0,0,1,0,1,1,3,2,1,0,2,5,7,45,69,"Southland",4
2012,"Female",1,0,0,0,0,0,0,0,1,1,0,1,0,4,6,14,70,98,"Southland",4
2012,"Total",2,0,0,0,0,1,0,1,2,4,2,2,0,6,11,21,115,167,"Southland",4
2013,"Male",0,0,0,0,0,2,0,1,1,1,4,0,2,5,6,12,33,67,"Southland",4
2013,"Female",1,0,0,0,0,0,1,0,1,2,2,1,3,3,2,9,64,89,"Southland",4
2013,"Total",1,0,0,0,0,2,1,1,2,3,6,1,5,8,8,21,97,156,"Southland",4
2006,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2006,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2006,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2007,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2007,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2008,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2009,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2009,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2010,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2011,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2011,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2011,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2012,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2012,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2012,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2013,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2013,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2013,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Area Outside",4
2006,"Male",1,0,0,0,0,0,0,0,0,1,0,2,3,6,3,3,15,34,"Northland",5
2006,"Female",0,0,0,0,0,0,0,0,0,1,1,1,0,1,6,4,23,37,"Northland",5
2006,"Total",1,0,0,0,0,0,0,0,0,2,1,3,3,7,9,7,38,71,"Northland",5
2007,"Male",0,0,0,0,0,0,0,0,1,0,1,1,3,3,11,2,18,40,"Northland",5
2007,"Female",0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,6,14,29,"Northland",5
2007,"Total",0,0,0,0,0,0,0,0,1,0,3,2,6,3,14,8,32,69,"Northland",5
2008,"Male",1,1,0,0,0,0,0,0,0,0,0,3,1,4,4,8,19,41,"Northland",5
2008,"Female",0,0,0,0,0,0,0,1,0,0,0,1,3,1,2,5,14,27,"Northland",5
2008,"Total",1,1,0,0,0,0,0,1,0,0,0,4,4,5,6,13,33,68,"Northland",5
2009,"Male",0,0,0,0,0,0,0,1,1,1,0,2,2,5,4,8,26,50,"Northland",5
2009,"Female",0,0,0,0,0,1,0,0,0,1,1,0,3,3,2,8,16,35,"Northland",5
2009,"Total",0,0,0,0,0,1,0,1,1,2,1,2,5,8,6,16,42,85,"Northland",5
2010,"Male",1,0,0,1,0,0,0,0,0,0,3,1,2,5,1,10,22,46,"Northland",5
2010,"Female",1,0,0,0,0,0,0,0,3,0,1,1,2,5,4,4,29,50,"Northland",5
2010,"Total",2,0,0,1,0,0,0,0,3,0,4,2,4,10,5,14,51,96,"Northland",5
2011,"Male",1,0,0,0,1,0,0,0,0,2,2,4,1,4,11,6,31,63,"Northland",5
2011,"Female",0,0,0,0,0,0,0,0,1,0,1,1,1,2,7,7,46,66,"Northland",5
2011,"Total",1,0,0,0,1,0,0,0,1,2,3,5,2,6,18,13,77,129,"Northland",5
2012,"Male",2,0,0,0,0,0,0,1,1,1,2,2,1,6,11,4,40,71,"Northland",5
2012,"Female",2,0,0,0,0,0,0,0,0,0,2,0,1,3,2,6,30,46,"Northland",5
2012,"Total",4,0,0,0,0,0,0,1,1,1,4,2,2,9,13,10,70,117,"Northland",5
2013,"Male",2,0,0,0,0,0,0,0,0,3,1,1,3,5,9,9,40,73,"Northland",5
2013,"Female",0,0,1,0,0,0,0,0,0,2,0,0,1,5,3,8,53,73,"Northland",5
2013,"Total",2,0,1,0,0,0,0,0,0,5,1,1,4,10,12,17,93,146,"Northland",5
2006,"Male",7,0,0,1,1,2,3,2,2,5,4,12,17,14,21,53,132,276,"Auckland",5
2006,"Female",15,0,0,3,2,0,1,5,4,4,5,11,15,15,22,44,256,402,"Auckland",5
2006,"Total",22,0,0,4,3,2,4,7,6,9,9,23,32,29,43,97,388,678,"Auckland",5
2007,"Male",8,0,2,2,3,4,0,2,3,10,9,12,15,20,29,49,158,326,"Auckland",5
2007,"Female",14,1,0,3,1,0,1,5,0,5,2,9,13,18,25,38,305,440,"Auckland",5
2007,"Total",22,1,2,5,4,4,1,7,3,15,11,21,28,38,54,87,463,766,"Auckland",5
2008,"Male",7,0,0,3,0,2,4,5,2,9,7,14,20,25,26,51,166,341,"Auckland",5
2008,"Female",12,2,0,1,3,1,2,3,5,4,4,12,20,13,27,38,306,453,"Auckland",5
2008,"Total",19,2,0,4,3,3,6,8,7,13,11,26,40,38,53,89,472,794,"Auckland",5
2009,"Male",6,0,0,0,3,0,3,2,4,9,12,24,15,26,42,42,144,332,"Auckland",5
2009,"Female",12,0,0,2,0,0,1,1,2,5,10,5,10,12,20,36,284,400,"Auckland",5
2009,"Total",18,0,0,2,3,0,4,3,6,14,22,29,25,38,62,78,428,732,"Auckland",5
2010,"Male",8,1,0,3,3,2,2,5,5,10,8,12,22,17,30,46,172,346,"Auckland",5
2010,"Female",10,0,0,1,1,1,1,2,3,8,8,12,16,17,19,33,263,395,"Auckland",5
2010,"Total",18,1,0,4,4,3,3,7,8,18,16,24,38,34,49,79,435,741,"Auckland",5
2011,"Male",8,1,0,3,2,0,2,4,4,8,8,9,21,21,33,47,183,354,"Auckland",5
2011,"Female",8,0,0,0,1,2,1,2,4,6,4,8,10,19,21,34,256,376,"Auckland",5
2011,"Total",16,1,0,3,3,2,3,6,8,14,12,17,31,40,54,81,439,730,"Auckland",5
2012,"Male",6,0,0,0,2,0,2,3,6,7,10,7,15,28,37,46,159,328,"Auckland",5
2012,"Female",6,1,0,1,1,0,0,1,0,6,7,13,13,16,28,34,239,366,"Auckland",5
2012,"Total",12,1,0,1,3,0,2,4,6,13,17,20,28,44,65,80,398,694,"Auckland",5
2013,"Male",5,0,0,2,3,3,2,2,5,6,11,14,25,21,27,41,155,322,"Auckland",5
2013,"Female",6,0,0,1,0,1,2,0,2,3,12,9,13,17,27,34,219,346,"Auckland",5
2013,"Total",11,0,0,3,3,4,4,2,7,9,23,23,38,38,54,75,374,668,"Auckland",5
2006,"Male",8,0,0,1,2,1,1,1,2,2,3,7,8,18,16,22,71,163,"Waikato",5
2006,"Female",3,0,0,0,0,0,1,2,1,5,2,2,9,9,9,14,90,147,"Waikato",5
2006,"Total",11,0,0,1,2,1,2,3,3,7,5,9,17,27,25,36,161,310,"Waikato",5
2007,"Male",7,0,1,4,3,4,2,1,5,5,4,8,11,12,18,23,57,165,"Waikato",5
2007,"Female",1,0,0,1,1,0,1,3,2,2,2,5,5,8,6,12,87,136,"Waikato",5
2007,"Total",8,0,1,5,4,4,3,4,7,7,6,13,16,20,24,35,144,301,"Waikato",5
2008,"Male",10,0,0,3,1,1,1,3,4,1,4,14,9,14,18,23,88,194,"Waikato",5
2008,"Female",6,0,0,0,1,0,0,1,2,6,1,1,6,11,12,20,97,164,"Waikato",5
2008,"Total",16,0,0,3,2,1,1,4,6,7,5,15,15,25,30,43,185,358,"Waikato",5
2009,"Male",6,1,0,1,0,3,2,3,4,4,5,7,14,7,11,23,66,157,"Waikato",5
2009,"Female",6,0,0,0,0,0,1,0,0,2,3,6,9,7,5,8,90,137,"Waikato",5
2009,"Total",12,1,0,1,0,3,3,3,4,6,8,13,23,14,16,31,156,294,"Waikato",5
2010,"Male",4,0,0,2,0,3,0,4,5,8,6,10,8,18,17,24,86,195,"Waikato",5
2010,"Female",3,1,0,0,0,0,0,0,1,1,1,4,7,9,10,21,85,143,"Waikato",5
2010,"Total",7,1,0,2,0,3,0,4,6,9,7,14,15,27,27,45,171,338,"Waikato",5
2011,"Male",6,0,0,2,2,4,1,2,1,5,7,10,13,19,19,18,88,197,"Waikato",5
2011,"Female",4,0,0,0,2,0,1,2,1,0,5,3,8,6,16,24,101,173,"Waikato",5
2011,"Total",10,0,0,2,4,4,2,4,2,5,12,13,21,25,35,42,189,370,"Waikato",5
2012,"Male",5,0,0,1,3,4,1,5,3,5,4,4,9,11,13,19,88,175,"Waikato",5
2012,"Female",4,0,0,1,0,0,2,1,3,4,5,6,9,14,14,18,64,145,"Waikato",5
2012,"Total",9,0,0,2,3,4,3,6,6,9,9,10,18,25,27,37,152,320,"Waikato",5
2013,"Male",4,0,1,0,1,1,2,0,3,2,6,6,7,8,13,17,65,136,"Waikato",5
2013,"Female",3,0,0,1,0,0,0,0,5,3,4,6,8,9,12,22,86,159,"Waikato",5
2013,"Total",7,0,1,1,1,1,2,0,8,5,10,12,15,17,25,39,151,295,"Waikato",5
2006,"Male",1,0,0,0,0,0,1,1,2,0,0,0,2,4,7,4,24,46,"Bay of Plenty",5
2006,"Female",1,0,0,0,0,0,0,1,0,0,0,0,2,3,1,7,15,30,"Bay of Plenty",5
2006,"Total",2,0,0,0,0,0,1,2,2,0,0,0,4,7,8,11,39,76,"Bay of Plenty",5
2007,"Male",0,0,0,1,1,0,0,0,0,1,2,1,3,1,4,6,22,42,"Bay of Plenty",5
2007,"Female",0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,15,24,"Bay of Plenty",5
2007,"Total",0,0,0,1,1,0,1,0,0,2,2,1,3,2,8,8,37,66,"Bay of Plenty",5
2008,"Male",4,0,0,0,0,0,0,1,0,0,0,2,2,4,5,7,25,50,"Bay of Plenty",5
2008,"Female",1,0,1,1,0,0,0,0,0,0,1,0,3,2,3,4,36,52,"Bay of Plenty",5
2008,"Total",5,0,1,1,0,0,0,1,0,0,1,2,5,6,8,11,61,102,"Bay of Plenty",5
2009,"Male",1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,10,22,36,"Bay of Plenty",5
2009,"Female",0,0,0,0,0,0,0,0,0,0,4,1,0,2,3,2,22,34,"Bay of Plenty",5
2009,"Total",1,0,0,0,0,0,0,0,0,0,5,1,0,4,3,12,44,70,"Bay of Plenty",5
2010,"Male",2,0,0,0,1,0,1,0,0,3,1,1,0,1,2,11,21,44,"Bay of Plenty",5
2010,"Female",2,0,0,0,0,0,0,0,1,0,0,0,3,3,1,5,19,34,"Bay of Plenty",5
2010,"Total",4,0,0,0,1,0,1,0,1,3,1,1,3,4,3,16,40,78,"Bay of Plenty",5
2011,"Male",1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,5,22,35,"Bay of Plenty",5
2011,"Female",0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,3,21,33,"Bay of Plenty",5
2011,"Total",1,0,0,0,0,0,0,0,1,0,1,1,2,4,7,8,43,68,"Bay of Plenty",5
2012,"Male",1,0,0,0,0,0,1,0,0,0,2,0,0,5,6,6,22,43,"Bay of Plenty",5
2012,"Female",0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,23,32,"Bay of Plenty",5
2012,"Total",1,0,0,0,0,0,1,0,0,0,2,2,0,6,8,10,45,75,"Bay of Plenty",5
2013,"Male",1,0,0,0,0,0,1,0,0,0,3,1,1,3,2,4,24,40,"Bay of Plenty",5
2013,"Female",0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,4,18,30,"Bay of Plenty",5
2013,"Total",1,0,0,0,0,0,1,0,0,0,4,1,1,6,6,8,42,70,"Bay of Plenty",5
2006,"Male",1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,9,17,"Gisborne",5
2006,"Female",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,14,20,"Gisborne",5
2006,"Total",1,0,0,0,0,0,0,0,0,1,1,2,3,1,1,4,23,37,"Gisborne",5
2007,"Male",0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,2,9,19,"Gisborne",5
2007,"Female",0,0,0,0,0,0,0,1,0,0,0,0,1,2,6,3,18,31,"Gisborne",5
2007,"Total",0,0,0,0,0,0,0,1,0,1,0,1,3,3,9,5,27,50,"Gisborne",5
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,10,17,"Gisborne",5
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,23,27,"Gisborne",5
2008,"Total",0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,5,33,44,"Gisborne",5
2009,"Male",0,0,0,0,1,0,0,0,1,0,0,3,0,1,2,2,11,21,"Gisborne",5
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,22,26,"Gisborne",5
2009,"Total",0,0,0,0,1,0,0,0,1,0,0,3,1,2,3,3,33,47,"Gisborne",5
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,9,18,"Gisborne",5
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,22,30,"Gisborne",5
2010,"Total",0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,7,31,48,"Gisborne",5
2011,"Male",1,0,0,0,0,0,1,0,0,0,0,2,2,1,2,4,14,27,"Gisborne",5
2011,"Female",0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,24,32,"Gisborne",5
2011,"Total",1,0,0,0,0,0,1,0,0,0,2,2,2,1,5,7,38,59,"Gisborne",5
2012,"Male",0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,6,20,32,"Gisborne",5
2012,"Female",0,0,0,0,0,0,0,1,0,1,2,1,1,1,2,3,23,35,"Gisborne",5
2012,"Total",0,0,0,0,0,0,0,1,2,1,3,1,1,3,3,9,43,67,"Gisborne",5
2013,"Male",1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,5,20,31,"Gisborne",5
2013,"Female",1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,27,33,"Gisborne",5
2013,"Total",2,0,0,0,0,0,0,0,0,1,1,2,1,2,3,5,47,64,"Gisborne",5
2006,"Male",0,0,0,0,1,0,0,0,0,1,1,1,2,8,2,8,16,40,"Hawke's Bay",5
2006,"Female",1,0,0,0,0,0,0,0,1,1,1,1,2,0,3,9,18,37,"Hawke's Bay",5
2006,"Total",1,0,0,0,1,0,0,0,1,2,2,2,4,8,5,17,34,77,"Hawke's Bay",5
2007,"Male",0,0,0,0,0,0,0,1,0,2,1,2,1,3,8,4,9,31,"Hawke's Bay",5
2007,"Female",1,0,0,1,0,0,0,0,2,0,2,0,1,0,0,5,24,36,"Hawke's Bay",5
2007,"Total",1,0,0,1,0,0,0,1,2,2,3,2,2,3,8,9,33,67,"Hawke's Bay",5
2008,"Male",2,0,0,0,0,0,0,0,0,0,1,1,3,5,5,6,15,38,"Hawke's Bay",5
2008,"Female",2,0,0,0,0,0,0,0,2,0,2,0,0,0,2,5,19,32,"Hawke's Bay",5
2008,"Total",4,0,0,0,0,0,0,0,2,0,3,1,3,5,7,11,34,70,"Hawke's Bay",5
2009,"Male",0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,3,15,27,"Hawke's Bay",5
2009,"Female",3,0,0,0,0,1,1,0,0,2,1,1,2,5,2,1,15,34,"Hawke's Bay",5
2009,"Total",3,0,0,0,0,1,1,0,0,2,2,3,4,9,2,4,30,61,"Hawke's Bay",5
2010,"Male",2,0,1,0,1,0,1,0,1,1,0,5,2,3,3,5,14,39,"Hawke's Bay",5
2010,"Female",0,0,0,1,1,0,0,0,0,0,1,1,4,3,1,3,11,26,"Hawke's Bay",5
2010,"Total",2,0,1,1,2,0,1,0,1,1,1,6,6,6,4,8,25,65,"Hawke's Bay",5
2011,"Male",0,0,0,1,1,0,0,0,0,0,2,3,3,1,2,6,8,27,"Hawke's Bay",5
2011,"Female",2,0,0,0,0,0,0,0,0,1,1,2,3,5,2,2,15,33,"Hawke's Bay",5
2011,"Total",2,0,0,1,1,0,0,0,0,1,3,5,6,6,4,8,23,60,"Hawke's Bay",5
2012,"Male",1,0,0,0,0,0,0,0,1,1,3,3,4,4,6,5,16,44,"Hawke's Bay",5
2012,"Female",0,0,0,0,0,0,0,0,0,0,2,1,4,4,1,3,20,35,"Hawke's Bay",5
2012,"Total",1,0,0,0,0,0,0,0,1,1,5,4,8,8,7,8,36,79,"Hawke's Bay",5
2013,"Male",0,0,0,0,1,1,1,0,1,2,0,6,3,2,8,4,11,40,"Hawke's Bay",5
2013,"Female",0,0,0,0,0,0,0,0,0,0,2,1,0,4,5,5,9,26,"Hawke's Bay",5
2013,"Total",0,0,0,0,1,1,1,0,1,2,2,7,3,6,13,9,20,66,"Hawke's Bay",5
2006,"Male",0,0,0,0,1,0,0,0,0,0,1,3,1,1,2,1,3,13,"Taranaki",5
2006,"Female",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,9,"Taranaki",5
2006,"Total",1,0,0,0,1,0,0,0,1,0,1,3,2,1,3,2,7,22,"Taranaki",5
2007,"Male",0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,6,12,"Taranaki",5
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,4,13,"Taranaki",5
2007,"Total",0,0,0,0,1,0,0,0,0,0,0,2,2,3,4,3,10,25,"Taranaki",5
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,5,2,11,"Taranaki",5
2008,"Female",0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,3,1,9,"Taranaki",5
2008,"Total",0,0,0,0,0,1,0,1,0,0,1,1,2,3,0,8,3,20,"Taranaki",5
2009,"Male",0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,4,8,"Taranaki",5
2009,"Female",1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,2,10,"Taranaki",5
2009,"Total",1,0,0,1,0,0,0,0,1,0,2,1,1,0,3,2,6,18,"Taranaki",5
2010,"Male",0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,3,9,"Taranaki",5
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,"Taranaki",5
2010,"Total",0,0,0,0,0,0,0,1,0,1,0,1,1,0,4,0,4,12,"Taranaki",5
2011,"Male",1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,6,12,"Taranaki",5
2011,"Female",0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,2,5,15,"Taranaki",5
2011,"Total",1,0,0,1,0,0,0,0,0,2,1,1,0,7,1,2,11,27,"Taranaki",5
2012,"Male",0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,3,6,16,"Taranaki",5
2012,"Female",0,0,0,0,0,0,0,1,1,0,3,1,1,1,2,0,4,14,"Taranaki",5
2012,"Total",0,0,0,0,0,0,0,2,1,0,4,1,2,1,6,3,10,30,"Taranaki",5
2013,"Male",0,0,0,0,1,0,0,1,0,1,0,0,2,1,1,3,8,18,"Taranaki",5
2013,"Female",0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,11,19,"Taranaki",5
2013,"Total",0,0,0,0,1,0,0,2,0,2,1,0,2,3,3,4,19,37,"Taranaki",5
2006,"Male",2,0,0,0,0,0,1,1,1,2,0,3,5,2,6,8,16,47,"Manawatu-Wanganui",5
2006,"Female",3,0,0,0,0,0,1,0,2,2,1,2,2,4,1,3,14,35,"Manawatu-Wanganui",5
2006,"Total",5,0,0,0,0,0,2,1,3,4,1,5,7,6,7,11,30,82,"Manawatu-Wanganui",5
2007,"Male",3,0,0,2,1,0,0,1,0,1,1,1,2,6,4,7,19,48,"Manawatu-Wanganui",5
2007,"Female",0,0,0,0,0,0,0,0,1,0,2,3,1,4,5,5,28,49,"Manawatu-Wanganui",5
2007,"Total",3,0,0,2,1,0,0,1,1,1,3,4,3,10,9,12,47,97,"Manawatu-Wanganui",5
2008,"Male",2,0,0,0,1,0,0,1,1,1,0,4,4,5,7,11,18,55,"Manawatu-Wanganui",5
2008,"Female",3,0,0,0,0,0,1,0,3,0,1,1,2,2,4,7,27,51,"Manawatu-Wanganui",5
2008,"Total",5,0,0,0,1,0,1,1,4,1,1,5,6,7,11,18,45,106,"Manawatu-Wanganui",5
2009,"Male",1,0,0,0,0,0,1,1,1,2,1,4,2,5,6,8,15,47,"Manawatu-Wanganui",5
2009,"Female",0,0,0,0,2,0,0,2,1,1,4,0,5,3,5,4,30,57,"Manawatu-Wanganui",5
2009,"Total",1,0,0,0,2,0,1,3,2,3,5,4,7,8,11,12,45,104,"Manawatu-Wanganui",5
2010,"Male",3,0,0,1,2,1,1,2,0,5,4,1,7,2,4,9,25,67,"Manawatu-Wanganui",5
2010,"Female",1,0,0,0,0,0,1,1,2,1,2,0,5,4,7,9,37,70,"Manawatu-Wanganui",5
2010,"Total",4,0,0,1,2,1,2,3,2,6,6,1,12,6,11,18,62,137,"Manawatu-Wanganui",5
