"Year","Factor","0.4","5.9","10.14","15.19","20.24","25.29","30.34","35.39","40.44","45.49","50.54","55.59","60.64","65.69","70.74","75.79","80 and over","Total","reg","dep"
2007,"Total",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,"North Shore",1
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,"North Shore",1
2008,"Female",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"North Shore",1
2008,"Total",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,"North Shore",1
2009,"Male",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,"North Shore",1
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North Shore",1
2009,"Total",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,"North Shore",1
2010,"Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"North Shore",1
2010,"Female",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"North Shore",1
2010,"Total",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,"North Shore",1
2011,"Male",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,4,"North Shore",1
2011,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North Shore",1
2011,"Total",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,4,"North Shore",1
2012,"Male",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,"North Shore",1
2012,"Female",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"North Shore",1
2012,"Total",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,"North Shore",1
2013,"Male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"North Shore",1
2013,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"North Shore",1
2013,"Total",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,"North Shore",1
2006,"Male",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Waitakere",1
2006,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"Waitakere",1
2006,"Total",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,"Waitakere",1
2007,"Male",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Waitakere",1
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waitakere",1
2007,"Total",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Waitakere",1
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waitakere",1
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Waitakere",1
2008,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Waitakere",1
2009,"Male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Waitakere",1
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waitakere",1
2009,"Total",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Waitakere",1
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Waitakere",1
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Waitakere",1
2010,"Total",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,"Waitakere",1
2011,"Male",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,"Waitakere",1
2011,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,"Waitakere",1
2011,"Total",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,5,"Waitakere",1
2012,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Waitakere",1
2012,"Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Waitakere",1
2012,"Total",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Waitakere",1
2013,"Male",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Waitakere",1
2013,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Waitakere",1
2013,"Total",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,"Waitakere",1
2006,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auckland",1
2006,"Female",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4,"Auckland",1
2006,"Total",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,4,"Auckland",1
2007,"Male",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,"Auckland",1
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auckland",1
2007,"Total",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,"Auckland",1
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Auckland",1
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auckland",1
2008,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Auckland",1
2009,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auckland",1
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Auckland",1
2009,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Auckland",1
2010,"Male",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"Auckland",1
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auckland",1
2010,"Total",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,"Auckland",1
2011,"Male",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,4,"Auckland",1
2011,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Auckland",1
2011,"Total",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,5,"Auckland",1
2012,"Male",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,"Auckland",1
2012,"Female",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Auckland",1
2012,"Total",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,"Auckland",1
2013,"Male",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Auckland",1
2013,"Female",0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,5,"Auckland",1
2013,"Total",0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,6,"Auckland",1
2006,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manakau",1
2006,"Female",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Manakau",1
2006,"Total",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Manakau",1
2007,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manakau",1
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manakau",1
2007,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manakau",1
2008,"Male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Manakau",1
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manakau",1
2008,"Total",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Manakau",1
2009,"Male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,"Manakau",1
2009,"Female",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Manakau",1
2009,"Total",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,"Manakau",1
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manakau",1
2010,"Female",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Manakau",1
2010,"Total",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Manakau",1
2011,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manakau",1
2011,"Female",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,"Manakau",1
2011,"Total",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,"Manakau",1
2012,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"Manakau",1
2012,"Female",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,"Manakau",1
2012,"Total",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,"Manakau",1
2013,"Male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Manakau",1
2013,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Manakau",1
2013,"Total",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,"Manakau",1
2006,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2006,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2006,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2007,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Papakura",1
2007,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Papakura",1
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2008,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2009,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2009,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2010,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2011,"Male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Papakura",1
2011,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2011,"Total",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Papakura",1
2012,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2012,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2012,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2013,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2013,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2013,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papakura",1
2006,"Male",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Franklin",1
2006,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Franklin",1
2006,"Total",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Franklin",1
2007,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Franklin",1
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,"Franklin",1
2007,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,"Franklin",1
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Franklin",1
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Franklin",1
2008,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Franklin",1
2009,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Franklin",1
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Franklin",1
2009,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Franklin",1
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"Franklin",1
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Franklin",1
2010,"Total",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,"Franklin",1
2011,"Male",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Franklin",1
2011,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"Franklin",1
2011,"Total",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,"Franklin",1
2012,"Male",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,"Franklin",1
2012,"Female",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Franklin",1
2012,"Total",1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,"Franklin",1
2013,"Male",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,"Franklin",1
2013,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Franklin",1
2013,"Total",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,"Franklin",1
2006,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2006,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2006,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2007,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2007,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2007,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2008,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2008,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2008,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2009,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2009,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2009,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2010,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2010,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2010,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2011,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2011,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2011,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2012,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2012,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2012,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2013,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2013,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2013,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Thames-Coromandel",1
2006,"Male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauraki",1
2006,"Female",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauraki",1
2006,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauraki",1
